nan,"
                        3531 HJ Utrecht (Lombok-West)
        ","
                    €1,395 per month
                ",53 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/house-for-rent/utrecht/be416403/billitonstraat"">House Billitonstraat 26</a>"
nan,"
                        3573 PE Utrecht (Voordorp en Voorveldsepolder)
        ","
                    €1,595 per month
                ",109 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/7701365d/pal-maleterstraat"">Apartment Pal Maleterstraat 29</a>"
nan,"
                        3531 HJ Utrecht (Lombok-West)
        ","
                    €1,650 per month
                ",75 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/a927fce3/billitonstraat"">Apartment Billitonstraat 22 A</a>"
nan,"
                        3523 CS Utrecht (Tolsteeg en Rotsoord)
        ","
                    €1,375 per month
                ",55 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/a7ced9a5/jadelaan"">Apartment Jadelaan</a>"
nan,"
                        3571 ZP Utrecht (Tuindorp-Oost)
        ","
                    €1,595 per month
                ",110 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/e3b6c3d8/de-vooysplantsoen"">Apartment De Vooysplantsoen 22</a>"
nan,"
                        3513 CG Utrecht (Pijlsweerd-Zuid)
        ","
                    €1,550 per month
                ",78 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/3040ad49/herenweg"">Apartment Herenweg</a>"
nan,"
                        3511 MP Utrecht (Hooch Boulandt)
        ","
                    €1,600 per month
                ",78 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/181f5751/arthur-van-schendelstraat"">Apartment Arthur van Schendelstraat</a>"
nan,"
                        3527 CS Utrecht (Kanaleneiland-Noord)
        ","
                    €1,295 per month
                ",66 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/e1a19df1/van-kleffenslaan"">Apartment Van Kleffenslaan</a>"
nan,"
                        3531 PV Utrecht (Lombok-Oost)
        ","
                    €1,600 per month
                ",95 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/house-for-rent/utrecht/37899e0c/balistraat"">House Balistraat 81</a>"
nan,"
                        3527 VB Utrecht (Transwijk-Noord)
        ","
                    €1,195 per month
                ",75 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/133e1726/van-eysingalaan"">Apartment Van Eysingalaan 75</a>"
nan,"
                        3527 JS Utrecht (Transwijk-Noord)
        ","
                    €1,250 per month
                ",73 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/f53d5952/van-vollenhovenlaan"">Apartment Van Vollenhovenlaan</a>"
nan,"
                        3511 AA Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)
        ","
                    €1,045 per month
                ",51 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/4224cb1d/zakkendragerssteeg"">Apartment Zakkendragerssteeg 6</a>"
nan,"
                        3522 SW Utrecht (Rivierenwijk)
        ","
                    €1,595 per month
                ",90 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/93e455d6/waalstraat"">Apartment Waalstraat</a>"
nan,"
                        3527 VB Utrecht (Transwijk-Noord)
        ","
                    €1,275 per month
                ",76 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/c3f341a4/van-eysingalaan"">Apartment Van Eysingalaan 81</a>"
nan,"
                        3583 AG Utrecht (Rubenslaan en omgeving)
        ","
                    €1,495 per month
                ",77 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/1f409a6c/adriaen-van-ostadelaan"">Apartment Adriaen van Ostadelaan 155</a>"
nan,"
                        3581 JS Utrecht (Oudwijk)
        ","
                    €1,595 per month
                ",63 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/house-for-rent/utrecht/82d12349/prinsenstraat"">House Prinsenstraat</a>"
nan,"
                        3531 CZ Utrecht (Lombok-Oost)
        ","
                    €1,400 per month
                ",65 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/04aa41ea/riouwstraat"">Apartment Riouwstraat</a>"
nan,"
                        3584 GS Utrecht (Rijnsweerd)
        ","
                    €1,250 per month
                ",80 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/b1b4c31b/eduard-verkadelaan"">Apartment Eduard Verkadelaan 9</a>"
nan,"
                        3531 PV Utrecht (Lombok-Oost)
        ","
                    €1,400 per month
                ",55 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/026cbff5/balistraat"">Apartment Balistraat</a>"
nan,"
                        3512 GX Utrecht (Domplein, Neude, Janskerkhof)
        ","
                    €1,470 per month
                ",100 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/1e1e6b7b/kintgenshaven"">Apartment Kintgenshaven</a>"
nan,"
                        3583 VV Utrecht (Wilhelminapark en omgeving)
        ","
                    €1,695 per month
                ",80 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/2b4fec06/graaf-adolfstraat"">Apartment Graaf Adolfstraat</a>"
nan,"
                        3544 RB Utrecht (Langerak)
        ","
                    €1,295 per month
                ",109 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/house-for-rent/utrecht/6e901dd9/klifrakplantsoen"">House Klifrakplantsoen</a>"
nan,"
                        3553 VD Utrecht (Julianapark en omgeving)
        ","
                    €1,395 per month
                ",92 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/4a02bbd9/hermannus-elconiusstraat"">Apartment Hermannus Elconiusstraat 6 bis</a>"
nan,"
                        3512 BJ Utrecht (Breedstraat en Plompetorengracht en omgeving)
        ","
                    €1,495 per month
                ",72 m²,"<a class=""listing-search-item__link listing-search-item__link--title"" href=""/apartment-for-rent/utrecht/4a4179be/kleine-slachtstraat"">Apartment Kleine Slachtstraat 5 A</a>"
